Image ID,True Class,Predicted Class,Confidence,Leaf Pixels,Activated Pixels,Activation Threshold,Attention-Affected Region %,Mean Leaf Activation,Mean Activated Activation,Weighted Activation,Health Score,Severity
10d91c8f-6d77-4c15-ad21-459688b52055___GHLB2 Leaf 154.4_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.4361194670200348,50176,2900,0.6,5.78,0.1568,0.7138,0.1568,68,Moderate
10f6247e-c3d0-4f3f-92aa-f1da76db8086___RS_Late.B 5147.JPG,tomato_Late blight,tomato_Late blight,0.9999535083770752,20049,8140,0.6,40.6,0.5246,0.7602,0.5246,45,Moderate
10f6247e-c3d0-4f3f-92aa-f1da76db8086___RS_Late.B 5147_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9880051016807556,50176,6732,0.6,13.42,0.2407,0.7793,0.2407,61,Moderate
1159051e-1278-4b35-929c-e26b963d048f___GHLB_PS Leaf 8.1 Day 16.jpg,tomato_Late blight,tomato_Late blight,0.9988413453102112,50176,12882,0.6,25.67,0.3396,0.7989,0.3396,53,Moderate
1159051e-1278-4b35-929c-e26b963d048f___GHLB_PS Leaf 8.1 Day 16_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9978581070899963,50176,12191,0.6,24.3,0.3265,0.8059,0.3265,53,Moderate
116c7fc2-8443-40b7-a8c0-9619e3e46f08___GHLB2 Leaf 8797.JPG,tomato_Late blight,tomato_Late blight,0.9999985694885254,20005,6025,0.6,30.12,0.4834,0.7712,0.4834,51,Moderate
116c7fc2-8443-40b7-a8c0-9619e3e46f08___GHLB2 Leaf 8797_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9996756315231323,50176,13273,0.6,26.45,0.3516,0.7694,0.3516,53,Moderate
117a7f38-eaa6-4f88-b892-33e2a66d77d5___RS_Late.B 5129.JPG,tomato_Late blight,tomato_Late blight,0.9999067783355713,24734,10203,0.6,41.25,0.5021,0.7925,0.5021,44,Moderate
117a7f38-eaa6-4f88-b892-33e2a66d77d5___RS_Late.B 5129_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9294713139533997,50176,7599,0.6,15.14,0.2432,0.7885,0.2432,59,Moderate
118be78d-e498-427f-8399-add5e8ab1b15___GHLB2 Leaf 149.3.JPG,tomato_Late blight,tomato_Late blight,0.9999982118606567,35778,11651,0.6,32.56,0.42,0.7886,0.42,49,Moderate
118be78d-e498-427f-8399-add5e8ab1b15___GHLB2 Leaf 149.3_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.999065101146698,50176,6563,0.6,13.08,0.2173,0.7626,0.2173,62,Moderate
11b2caf9-a56c-4d3e-bea4-a5d00affd161___RS_Late.B 6140.JPG,tomato_Late blight,tomato_Late blight,0.9128261804580688,22763,5983,0.6,26.28,0.3269,0.7559,0.3269,54,Moderate
11b2caf9-a56c-4d3e-bea4-a5d00affd161___RS_Late.B 6140_final_masked.jpg,tomato_Late blight,tomato_Early blight,0.9353426098823547,50176,13533,0.6,26.97,0.3516,0.7572,0.3516,54,Moderate
12044cb0-2591-4696-8a85-3d3f319f4f6a___GHLB2 Leaf 8977.JPG,tomato_Late blight,tomato_Late blight,0.9987398982048035,38151,12443,0.6,32.62,0.4306,0.7489,0.4306,50,Moderate
12044cb0-2591-4696-8a85-3d3f319f4f6a___GHLB2 Leaf 8977_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9998441934585571,50176,9746,0.6,19.42,0.2856,0.7328,0.2856,59,Moderate
121097dd-b0cb-436b-9b2f-7dab30c86872___GHLB_PS Leaf 37.1 Day 13.jpg,tomato_Late blight,tomato_Late blight,0.9996662139892578,50176,10551,0.6,21.03,0.2992,0.7868,0.2992,56,Moderate
121097dd-b0cb-436b-9b2f-7dab30c86872___GHLB_PS Leaf 37.1 Day 13_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.999854326248169,50176,9733,0.6,19.4,0.2914,0.7598,0.2914,58,Moderate
12125c80-42e3-4970-bb92-524262c337fa___GHLB_PS Leaf 8.1 Day 7.jpg,tomato_Late blight,tomato_Late blight,0.9996639490127563,50176,7205,0.6,14.36,0.299,0.7356,0.299,62,Moderate
12125c80-42e3-4970-bb92-524262c337fa___GHLB_PS Leaf 8.1 Day 7_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9997768998146057,50176,6996,0.6,13.94,0.2878,0.7372,0.2878,62,Moderate
123c4b62-8641-4d88-b8cd-1c2e24a6c3a5___GHLB_PS Leaf 26.2 Day 13.jpg,tomato_Late blight,tomato_Late blight,0.9999936819076538,50176,15956,0.6,31.8,0.3997,0.7761,0.3997,50,Moderate
123c4b62-8641-4d88-b8cd-1c2e24a6c3a5___GHLB_PS Leaf 26.2 Day 13_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999969005584717,50176,11502,0.6,22.92,0.356,0.7648,0.356,56,Moderate
126e12d3-3d51-4ba6-861f-e6ed09ee951f___GHLB2 Leaf 9021.JPG,tomato_Late blight,tomato_Late blight,0.9878458380699158,12645,5765,0.6,45.59,0.5265,0.733,0.5265,43,Moderate
126e12d3-3d51-4ba6-861f-e6ed09ee951f___GHLB2 Leaf 9021_final_masked.jpg,tomato_Late blight,tomato_Early blight,0.5384284853935242,50176,10801,0.6,21.53,0.3594,0.739,0.3594,58,Moderate
127f2df5-4da2-40ef-ba65-91a732f2498e___GHLB_PS Leaf 40.1 Day 18.jpg,tomato_Late blight,tomato_Late blight,0.9999997615814209,50176,13302,0.6,26.51,0.3716,0.8197,0.3716,51,Moderate
127f2df5-4da2-40ef-ba65-91a732f2498e___GHLB_PS Leaf 40.1 Day 18_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.999997615814209,50176,13342,0.6,26.59,0.3622,0.7991,0.3622,52,Moderate
12c80d02-59c6-4db4-a96e-b28c3fdaf3c2___GHLB_PS Leaf 1.2 Day 9.jpg,tomato_Late blight,tomato_Late blight,0.9404544234275818,50176,17945,0.6,35.76,0.4311,0.7213,0.4311,50,Moderate
12c80d02-59c6-4db4-a96e-b28c3fdaf3c2___GHLB_PS Leaf 1.2 Day 9_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.8273171782493591,50176,17449,0.6,34.78,0.4408,0.7833,0.4408,48,Moderate
12d62ed2-a145-4400-824d-3e4d5f64418a___RS_Late.B 6586.JPG,tomato_Late blight,tomato_Late blight,0.6972824931144714,32360,8012,0.6,24.76,0.4111,0.7366,0.4111,56,Moderate
12d62ed2-a145-4400-824d-3e4d5f64418a___RS_Late.B 6586_final_masked.jpg,tomato_Late blight,tomato_Early blight,0.4536152184009552,50176,2284,0.6,4.55,0.21,0.7266,0.21,68,Moderate
1329e768-8331-4853-8d35-c03f5586c645___GHLB2 Leaf 8867.JPG,tomato_Late blight,tomato_Late blight,0.9999980926513672,25205,9566,0.6,37.95,0.4324,0.8187,0.4324,44,Moderate
1329e768-8331-4853-8d35-c03f5586c645___GHLB2 Leaf 8867_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999936819076538,50176,9295,0.6,18.52,0.2762,0.7824,0.2762,58,Moderate
1350ac99-ea6a-43a2-8ab5-178219b286ba___GHLB2 Leaf 8673.JPG,tomato_Late blight,tomato_Late blight,0.9997851252555847,11418,0,0.6,0.0,0.0721,0.0,0.0721,100,Healthy
1350ac99-ea6a-43a2-8ab5-178219b286ba___GHLB2 Leaf 8673_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9963061809539795,50176,2051,0.6,4.09,0.1734,0.6891,0.1734,70,Mild
13533985-e30d-4023-8bd3-7a45b07816ca___RS_Late.B 5593.JPG,tomato_Late blight,tomato_Late blight,0.7700722217559814,11559,7852,0.6,67.93,0.672,0.8,0.672,27,Severe
13533985-e30d-4023-8bd3-7a45b07816ca___RS_Late.B 5593_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.5880783200263977,50176,1099,0.6,2.19,0.1364,0.7138,0.1364,70,Mild
13668efa-2c92-4e5a-94e1-e0bc53aab6c6___RS_Late.B 6962.JPG,tomato_Late blight,tomato_Late blight,0.999819815158844,44777,20388,0.6,45.53,0.5427,0.7684,0.5427,42,Moderate
13668efa-2c92-4e5a-94e1-e0bc53aab6c6___RS_Late.B 6962_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9995144605636597,50176,11762,0.6,23.44,0.406,0.7594,0.406,56,Moderate
136d79a3-4eea-4415-9f3e-0ccb61d7aeef___RS_Late.B 5216.JPG,tomato_Late blight,tomato_Late blight,0.9373984336853027,21965,8217,0.6,37.41,0.5017,0.7579,0.5017,47,Moderate
136d79a3-4eea-4415-9f3e-0ccb61d7aeef___RS_Late.B 5216_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9897528886795044,50176,17636,0.6,35.15,0.4368,0.7999,0.4368,47,Moderate
13adbb9e-c4e1-46bd-8621-ae351dd464ca___RS_Late.B 6595.JPG,tomato_Late blight,tomato_Late blight,0.9438984990119934,20661,10295,0.6,49.83,0.556,0.737,0.556,41,Moderate
13adbb9e-c4e1-46bd-8621-ae351dd464ca___RS_Late.B 6595_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9738865494728088,50104,11293,0.6,22.54,0.3462,0.7618,0.3462,56,Moderate
14113767-0c24-4607-97bc-04dccb35a23c___GHLB2 Leaf 8966.JPG,tomato_Late blight,tomato_Late blight,0.9998490810394287,27193,9236,0.6,33.96,0.4227,0.8023,0.4227,48,Moderate
14113767-0c24-4607-97bc-04dccb35a23c___GHLB2 Leaf 8966_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999020099639893,50176,7472,0.6,14.89,0.2359,0.7663,0.2359,60,Moderate
142fbb48-886a-4b2b-8a2a-52e548e7e2b7___GHLB2 Leaf 117.3.JPG,tomato_Late blight,tomato_Late blight,1.0,40158,13848,0.6,34.48,0.4898,0.7202,0.4898,51,Moderate
142fbb48-886a-4b2b-8a2a-52e548e7e2b7___GHLB2 Leaf 117.3_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9875782132148743,50176,7100,0.6,14.15,0.3006,0.73,0.3006,62,Moderate
1430346f-f3f2-4766-bd0e-c6f9316851e9___RS_Late.B 6311.JPG,tomato_Late blight,tomato_Early blight,0.6240924596786499,22627,3209,0.6,14.18,0.2458,0.7542,0.2458,61,Moderate
1430346f-f3f2-4766-bd0e-c6f9316851e9___RS_Late.B 6311_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9545456171035767,50176,6293,0.6,12.54,0.2239,0.7593,0.2239,62,Moderate
1449ecb2-0325-49ba-80f1-2040b739fddd___RS_Late.B 7044.JPG,tomato_Late blight,tomato_Late blight,0.9751679301261902,31427,8163,0.6,25.97,0.4073,0.8128,0.4073,52,Moderate
1449ecb2-0325-49ba-80f1-2040b739fddd___RS_Late.B 7044_final_masked.jpg,tomato_Late blight,tomato_Early blight,0.9967392086982727,50176,9391,0.6,18.72,0.3984,0.6995,0.3984,61,Moderate
14592b7a-517d-4c17-94d1-9c493e8c4ab5___RS_Late.B 6878.JPG,tomato_Late blight,tomato_Late blight,0.8707000613212585,27509,6744,0.6,24.52,0.3248,0.7819,0.3248,54,Moderate
14592b7a-517d-4c17-94d1-9c493e8c4ab5___RS_Late.B 6878_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9929927587509155,50176,5465,0.6,10.89,0.2273,0.7448,0.2273,64,Moderate
146b33cf-e412-48fd-9366-ad726b51889e___GHLB2 Leaf 157.1.JPG,tomato_Late blight,tomato_Late blight,0.9998970031738281,21409,6410,0.6,29.94,0.3585,0.8253,0.3585,49,Moderate
146b33cf-e412-48fd-9366-ad726b51889e___GHLB2 Leaf 157.1_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9980100989341736,50176,6260,0.6,12.48,0.1944,0.7681,0.1944,62,Moderate
147539f7-632d-42ee-a19a-071b9c7c85f2___RS_Late.B 5140.JPG,tomato_Late blight,tomato_Late blight,0.9999629259109497,34426,11601,0.6,33.7,0.4247,0.7907,0.4247,48,Moderate
147539f7-632d-42ee-a19a-071b9c7c85f2___RS_Late.B 5140_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9997771382331848,50176,9495,0.6,18.92,0.3039,0.7738,0.3039,58,Moderate
1498c064-8f74-4706-bf27-4761c24b72bd___RS_Late.B 5120.JPG,tomato_Late blight,tomato_Late blight,0.9538235068321228,34994,7988,0.6,22.83,0.3219,0.7894,0.3219,55,Moderate
1498c064-8f74-4706-bf27-4761c24b72bd___RS_Late.B 5120_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.568202018737793,50176,1579,0.6,3.15,0.1002,0.7244,0.1002,69,Moderate
149b8460-2bf2-409a-ad61-b8f34d33cd82___RS_Late.B 6826.JPG,tomato_Late blight,tomato_Late blight,0.99623703956604,28882,7214,0.6,24.98,0.3784,0.7504,0.3784,55,Moderate
149b8460-2bf2-409a-ad61-b8f34d33cd82___RS_Late.B 6826_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9243923425674438,50176,8813,0.6,17.56,0.3206,0.7154,0.3206,61,Moderate
14f55718-8942-41c1-9f1b-f5062aeb0ad8___GHLB2 Leaf 8905.JPG,tomato_Late blight,tomato_Late blight,0.9947803020477295,9129,3510,0.6,38.45,0.448,0.7407,0.448,47,Moderate
14f55718-8942-41c1-9f1b-f5062aeb0ad8___GHLB2 Leaf 8905_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9993330836296082,50176,6900,0.6,13.75,0.2307,0.7602,0.2307,61,Moderate
1507883d-7f10-4b69-88d4-db80850b1664___GHLB2 Leaf 154.JPG,tomato_Late blight,tomato_Late blight,0.9270777106285095,40857,9077,0.6,22.22,0.3006,0.777,0.3006,56,Moderate
1507883d-7f10-4b69-88d4-db80850b1664___GHLB2 Leaf 154_final_masked.jpg,tomato_Late blight,tomato_Early blight,0.7870559692382812,50176,15609,0.6,31.11,0.3991,0.7595,0.3991,51,Moderate
1510bf70-ab9e-43df-b5d9-9b5e4352e66b___GHLB2 Leaf 118.JPG,tomato_Late blight,tomato_Late blight,0.9999971389770508,27086,10471,0.6,38.66,0.5012,0.7826,0.5012,46,Moderate
1510bf70-ab9e-43df-b5d9-9b5e4352e66b___GHLB2 Leaf 118_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9936838150024414,50176,7714,0.6,15.37,0.2524,0.7399,0.2524,61,Moderate
151c010a-021f-459d-a456-63ebaf19b2d5___GHLB2 Leaf 9104.JPG,tomato_Late blight,tomato_Late blight,0.9999707937240601,27898,5803,0.6,20.8,0.3582,0.7386,0.3582,58,Moderate
151c010a-021f-459d-a456-63ebaf19b2d5___GHLB2 Leaf 9104_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999486207962036,50176,5578,0.6,11.12,0.2243,0.7254,0.2243,64,Moderate
15313d25-7420-46aa-a28d-92e4b631233e___GHLB2 Leaf 8698.JPG,tomato_Late blight,tomato_Late blight,0.9999620914459229,26627,12268,0.6,46.07,0.5286,0.7837,0.5286,41,Moderate
15313d25-7420-46aa-a28d-92e4b631233e___GHLB2 Leaf 8698_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9992297887802124,50176,16678,0.6,33.24,0.393,0.7667,0.393,49,Moderate
1546f916-115c-42dc-90c7-ff8d53c4273f___RS_Late.B 4836.JPG,tomato_Late blight,tomato_Late blight,0.9991876482963562,30223,11858,0.6,39.24,0.4965,0.7907,0.4965,45,Moderate
1546f916-115c-42dc-90c7-ff8d53c4273f___RS_Late.B 4836_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.98340904712677,50176,6269,0.6,12.49,0.2429,0.7438,0.2429,63,Moderate
15581dd8-f562-4301-856c-30be9302c470___GHLB2 Leaf 70.1.JPG,tomato_Late blight,tomato_Late blight,0.9374569058418274,36704,8767,0.6,23.89,0.3964,0.743,0.3964,56,Moderate
15581dd8-f562-4301-856c-30be9302c470___GHLB2 Leaf 70.1_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.8910399079322815,50176,10678,0.6,21.28,0.3338,0.7581,0.3338,57,Moderate
157250ce-f291-48ec-9d81-184af5400f90___RS_Late.B 6652.JPG,tomato_Late blight,tomato_Late blight,0.9999996423721313,28550,11673,0.6,40.89,0.4856,0.7693,0.4856,45,Moderate
157250ce-f291-48ec-9d81-184af5400f90___RS_Late.B 6652_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9831216335296631,50176,11777,0.6,23.47,0.358,0.7524,0.358,56,Moderate
15dc06c9-506a-470b-a015-14dcb585389f___GHLB_PS Leaf 15 Day 8.jpg,tomato_Late blight,tomato_Late blight,0.9999632835388184,50176,7917,0.6,15.78,0.2619,0.7827,0.2619,59,Moderate
15dc06c9-506a-470b-a015-14dcb585389f___GHLB_PS Leaf 15 Day 8_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999189376831055,50176,7493,0.6,14.93,0.2488,0.7823,0.2488,60,Moderate
15e1e8d7-e05a-4dc1-b872-364b15f004f0___RS_Late.B 4873.JPG,tomato_Late blight,tomato_Late blight,0.9999701976776123,44501,12971,0.6,29.15,0.4038,0.7783,0.4038,51,Moderate
15e1e8d7-e05a-4dc1-b872-364b15f004f0___RS_Late.B 4873_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9601675868034363,50176,11082,0.6,22.09,0.3039,0.7876,0.3039,55,Moderate
15f05055-2bb1-45f7-8a39-fce071823266___RS_Late.B 6082.JPG,tomato_Late blight,tomato_Late blight,0.8580347895622253,22090,6354,0.6,28.76,0.3452,0.7919,0.3452,51,Moderate
15f05055-2bb1-45f7-8a39-fce071823266___RS_Late.B 6082_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9865196943283081,50176,7591,0.6,15.13,0.2529,0.7726,0.2529,60,Moderate
16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421.JPG,tomato_Late blight,tomato_Late blight,0.9764750599861145,23893,6959,0.6,29.13,0.3874,0.7509,0.3874,52,Moderate
16064333-c2da-40e0-9f24-c709191e66b1___RS_Late.B 5421_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9899519085884094,50176,8860,0.6,17.66,0.2873,0.769,0.2873,59,Moderate
16064ecf-b035-4531-a6c0-d654dfccd6de___GHLB2 Leaf 8570.JPG,tomato_Late blight,tomato_Late blight,0.9993426203727722,29502,15824,0.6,53.64,0.6052,0.7888,0.6052,36,Severe
16064ecf-b035-4531-a6c0-d654dfccd6de___GHLB2 Leaf 8570_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9656456112861633,50176,4506,0.6,8.98,0.2745,0.7106,0.2745,66,Moderate
16257155-3d28-49cd-bb96-c188e946c4ec___RS_Late.B 4935.JPG,tomato_Late blight,tomato_Late blight,0.9947815537452698,38098,8528,0.6,22.38,0.3161,0.7905,0.3161,55,Moderate
16257155-3d28-49cd-bb96-c188e946c4ec___RS_Late.B 4935_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9673668742179871,50176,7952,0.6,15.85,0.2677,0.7548,0.2677,60,Moderate
1627cb48-dc80-46a1-bda0-b677c32fbf56___RS_Late.B 5066.JPG,tomato_Late blight,tomato_Late blight,0.9956356883049011,24258,10499,0.6,43.28,0.5288,0.7832,0.5288,43,Moderate
1627cb48-dc80-46a1-bda0-b677c32fbf56___RS_Late.B 5066_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.964218020439148,50176,7757,0.6,15.46,0.3007,0.7354,0.3007,61,Moderate
16441ce5-dcfa-411c-8029-cef10b3f6474___GHLB2 Leaf 8687.JPG,tomato_Late blight,tomato_Late blight,1.0,33631,6874,0.6,20.44,0.3101,0.7391,0.3101,58,Moderate
16441ce5-dcfa-411c-8029-cef10b3f6474___GHLB2 Leaf 8687_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999567270278931,50176,11451,0.6,22.82,0.3192,0.7478,0.3192,56,Moderate
16613329-813d-4d3d-9f44-e52c0ad72bb0___RS_Late.B 4980.JPG,tomato_Late blight,tomato_Late blight,0.9188625812530518,36070,9484,0.6,26.29,0.3801,0.7766,0.3801,53,Moderate
16613329-813d-4d3d-9f44-e52c0ad72bb0___RS_Late.B 4980_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.8930062651634216,50176,4804,0.6,9.57,0.225,0.753,0.225,64,Moderate
16984239-2e67-407e-b600-4a3666500534___RS_Late.B 5182.JPG,tomato_Late blight,tomato_Late blight,0.992097020149231,22155,13149,0.6,59.35,0.6265,0.7938,0.6265,33,Severe
16984239-2e67-407e-b600-4a3666500534___RS_Late.B 5182_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.762342631816864,50176,6938,0.6,13.83,0.2658,0.7478,0.2658,62,Moderate
16a3a1a3-3e8b-4192-999d-2728df11549d___RS_Late.B 4983.JPG,tomato_Late blight,tomato_Late blight,0.8934103846549988,33716,16764,0.6,49.72,0.5301,0.7593,0.5301,40,Moderate
16a3a1a3-3e8b-4192-999d-2728df11549d___RS_Late.B 4983_final_masked.jpg,tomato_Late blight,tomato_healthy,0.4978737533092499,50176,11022,0.6,21.97,0.2928,0.7505,0.2928,99,Healthy
16ac8a43-f720-4fd9-ac41-016523612f38___RS_Late.B 4898.JPG,tomato_Late blight,tomato_Late blight,0.5725511908531189,24382,7169,0.6,29.4,0.4156,0.7214,0.4156,54,Moderate
16ac8a43-f720-4fd9-ac41-016523612f38___RS_Late.B 4898_final_masked.jpg,tomato_Late blight,tomato_healthy,0.5049218535423279,50176,14463,0.6,28.82,0.4176,0.7799,0.4176,98,Healthy
16b43113-cc8c-4082-a88f-648b79036e49___GHLB_PS Leaf 23.4 Day 13.jpg,tomato_Late blight,tomato_Late blight,0.9998977184295654,50176,17751,0.6,35.38,0.4386,0.8104,0.4386,46,Moderate
16b43113-cc8c-4082-a88f-648b79036e49___GHLB_PS Leaf 23.4 Day 13_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9996623992919922,50176,17475,0.6,34.83,0.4306,0.788,0.4306,48,Moderate
16c1763a-8e49-436c-865e-be56d8dadf4f___GHLB2 Leaf 9107.JPG,tomato_Late blight,tomato_Late blight,0.9999479055404663,35215,6181,0.6,17.55,0.3341,0.7364,0.3341,60,Moderate
16c1763a-8e49-436c-865e-be56d8dadf4f___GHLB2 Leaf 9107_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9927636981010437,50176,4209,0.6,8.39,0.2228,0.7143,0.2228,66,Moderate
16e4a1f9-21c2-4c1a-bdbc-1336da74ba2c___GHLB2 Leaf 145.3.JPG,tomato_Late blight,tomato_Late blight,0.9995884299278259,38063,9517,0.6,25.0,0.3541,0.7681,0.3541,54,Moderate
16e4a1f9-21c2-4c1a-bdbc-1336da74ba2c___GHLB2 Leaf 145.3_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9988828301429749,50176,7596,0.6,15.14,0.2625,0.7859,0.2625,59,Moderate
1745208a-82b2-4a82-9791-d812cb016850___GHLB2 Leaf 95.JPG,tomato_Late blight,tomato_Late blight,0.999996542930603,45353,17581,0.6,38.76,0.4425,0.744,0.4425,47,Moderate
1745208a-82b2-4a82-9791-d812cb016850___GHLB2 Leaf 95_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999576807022095,50176,13404,0.6,26.71,0.3448,0.7943,0.3448,52,Moderate
176dc34e-840a-40ae-889f-4e945d0de77d___GHLB2 Leaf 9000.JPG,tomato_Late blight,tomato_Late blight,0.9913086891174316,27750,5266,0.6,18.98,0.3722,0.7207,0.3722,60,Moderate
176dc34e-840a-40ae-889f-4e945d0de77d___GHLB2 Leaf 9000_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.861220121383667,50176,11876,0.6,23.67,0.292,0.7193,0.292,57,Moderate
178eb3a0-a4c6-4c2b-8bad-e11d66a76f52___RS_Late.B 4886.JPG,tomato_Late blight,tomato_Late blight,0.9999984502792358,40654,13669,0.6,33.62,0.481,0.7807,0.481,49,Moderate
178eb3a0-a4c6-4c2b-8bad-e11d66a76f52___RS_Late.B 4886_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9998346567153931,50176,17870,0.6,35.61,0.4693,0.7686,0.4693,48,Moderate
17948fd9-d37a-4324-b0e1-0b03701682f0___GHLB2 Leaf 8746.JPG,tomato_Late blight,tomato_Late blight,0.9999737739562988,25669,6842,0.6,26.65,0.3897,0.7474,0.3897,54,Moderate
17948fd9-d37a-4324-b0e1-0b03701682f0___GHLB2 Leaf 8746_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999686479568481,50176,9403,0.6,18.74,0.2743,0.784,0.2743,57,Moderate
17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114.JPG,tomato_Late blight,tomato_Late blight,0.9999289512634277,49383,18274,0.6,37.0,0.4363,0.772,0.4363,47,Moderate
17b9f7ec-5126-4d11-8c1b-a679e0fb9e74___GHLB2 Leaf 114_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9988529682159424,50176,10391,0.6,20.71,0.3219,0.7868,0.3219,56,Moderate
17fcb016-4663-4f95-bc0b-b40392235015___GHLB_PS Leaf 35.1 Day 13.jpg,tomato_Late blight,tomato_Late blight,0.9999918937683105,50176,8442,0.6,16.82,0.2647,0.7636,0.2647,59,Moderate
17fcb016-4663-4f95-bc0b-b40392235015___GHLB_PS Leaf 35.1 Day 13_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9999899864196777,50176,8620,0.6,17.18,0.2704,0.7631,0.2704,59,Moderate
1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816.JPG,tomato_Late blight,tomato_Early blight,0.5356824994087219,35674,5313,0.6,14.89,0.2059,0.7965,0.2059,59,Moderate
1847f41b-f412-46a2-90c1-21ba9aac6246___RS_Late.B 6816_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9916847944259644,50176,12422,0.6,24.76,0.3787,0.7178,0.3787,56,Moderate
18568211-18d7-453f-84a4-d22e2088ec33___RS_Late.B 5239.JPG,tomato_Late blight,tomato_Late blight,0.9977990984916687,27412,7674,0.6,28.0,0.3943,0.7786,0.3943,52,Moderate
18568211-18d7-453f-84a4-d22e2088ec33___RS_Late.B 5239_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9898743629455566,50176,11291,0.6,22.5,0.3062,0.811,0.3062,54,Moderate
1869d21d-5461-4378-bddb-8de766b836f7___GHLB Leaf 12 Day 6.JPG,tomato_Late blight,tomato_Late blight,0.7422890663146973,19832,5351,0.6,26.98,0.3778,0.7807,0.3778,53,Moderate
1869d21d-5461-4378-bddb-8de766b836f7___GHLB Leaf 12 Day 6_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9792687296867371,50176,7792,0.6,15.53,0.2303,0.7649,0.2303,60,Moderate
189f8e47-0892-4c82-b0b9-7a51b6c83a04___RS_Late.B 7193.JPG,tomato_Late blight,tomato_Late blight,0.908778965473175,35119,14515,0.6,41.33,0.4671,0.7416,0.4671,46,Moderate
189f8e47-0892-4c82-b0b9-7a51b6c83a04___RS_Late.B 7193_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.6672215461730957,50176,6808,0.6,13.57,0.2285,0.7968,0.2285,60,Moderate
18ab423e-c11a-4800-a84b-4598f08560d8___RS_Late.B 6571.JPG,tomato_Late blight,tomato_Late blight,0.9998830556869507,25903,19098,0.6,73.73,0.6561,0.7581,0.6561,25,Severe
18ab423e-c11a-4800-a84b-4598f08560d8___RS_Late.B 6571_final_masked.jpg,tomato_Late blight,tomato_Late blight,0.9992817044258118,50176,16395,0.6,32.67,0.4426,0.7655,0.4426,50,Moderate
18cb836c-f351-41e4-933a-fae2feb4b9ad___RS_Late.B 6050.JPG,tomato_Late blight,tomato_Late blight,0.9966841340065002,13999,8131,0.6,58.08,0.6393,0.831,0.6393,32,Severe
